-0.6788714,2.035398,12.57537,0.2345134
2.048421,2.899791,10.02514,0.2411675
4.009822,1.030261,11.64389,0.2910247
-5.530125,5.693015,9.239027,0.2238377
4.355757,1.321125,9.249722,0.2981418
-2.613526,3.724288,12.33122,0.2411413
0.4395418,4.201326,14.10439,0.3555332
0.3869219,2.558212,7.168215,0.4943745
-5.777795,-5.98311,12.95031,0.3249765
0.4624801,3.693498,5.484606,0.517226
3.259184,-1.676054,11.61378,0.593468
0.1773486,0.9853981,6.092149,0.4317304
-2.150534,2.977257,11.25704,0.5007136
-1.097432,1.461989,6.989668,0.5634876
-3.649863,0.506547,13.96217,0.3983958
-0.2783961,-3.624556,12.31165,0.4406176
-1.626131,-0.05195713,9.297516,0.4491519
3.420308,-1.228717,5.111257,0.4343435
2.848702,-0.09104061,7.27492,0.3262377
-1.893805,1.963005,13.13389,0.2612221
-0.674798,2.56289,7.366266,0.3912546
-2.952477,-0.9831522,8.815619,0.4602218
-0.604578,3.963366,13.19269,0.2393985
4.158371,4.3995,5.244936,0.3711735
0.05614138,0.7059209,8.860156,0.280901
5.994493,-6.674845,4.79866,0.4810913
-3.590631,3.190057,7.442353,0.2078671
-6.472574,6.867517,6.459184,0.5569803
1.086213,-0.4190192,8.437894,0.4503241
-3.898394,3.916028,13.53739,0.5405608
3.302867,-1.29952,2.12962,0.3746722
-1.146609,-0.3083172,12.66846,0.3850296
2.404309,-2.078831,5.65615,0.2569363
-0.1461082,1.01082,1.419446,0.5990155
-4.186245,-3.868352,12.89096,0.4872715
-2.941799,1.197838,6.602437,0.3175817
5.692189,-6.315436,8.782951,0.2725053
-6.632017,-6.567323,11.57318,0.4768451
-2.662063,-0.2377305,13.27214,0.5722218
4.303715,3.163797,8.538735,0.4297407
6.073825,6.185843,6.302897,0.3789029
3.624006,1.990424,6.723603,0.3581223
3.554218,-2.379392,14.21629,0.2502316
0.2659168,-0.3077002,14.32903,0.4117125
-2.679047,2.828545,5.516698,0.4262273
-2.357169,1.416801,7.427772,0.3872924
0.3382311,2.553111,4.116917,0.5127424
-6.664604,-5.666987,6.582697,0.3483545
0.5019171,-0.9434929,5.211026,0.5972839
6.311379,-6.051133,12.8565,0.2160735
