2.931672,1.806655,8.090455,0.4874443
6.257195,-6.020939,6.054948,0.2933971
-1.089725,-0.6270282,8.358172,0.4117305
3.508064,3.324272,11.1939,0.2538307
3.451561,0.443007,11.33216,0.2595935
-3.6392,-4.356443,7.291679,0.2449777
3.803052,-2.392401,11.79493,0.3051947
-2.156565,1.857016,6.390388,0.4997063
-1.504877,2.640368,11.33345,0.4913419
-6.945969,-6.200801,5.726272,0.2505447
0.4228582,-2.204954,10.34492,0.2944273
2.405946,0.8736517,6.717606,0.3957979
0.5479066,-2.164426,14.0313,0.5570107
5.578768,-6.374169,10.02574,0.280176
3.231203,3.46597,2.03587,0.3976572
-6.747721,6.125176,7.212256,0.4965323
3.464536,-4.002875,13.87317,0.5903624
-2.349765,-4.37356,5.52151,0.3463078
6.340407,-6.49093,9.30654,0.4165865
1.556778,0.3514023,12.57067,0.4818721
1.673674,-3.301786,10.05176,0.2175745
1.738174,3.999595,12.42065,0.30075
3.607022,3.387228,12.71568,0.5197821
4.128801,-1.681113,8.759439,0.3409379
2.715196,-3.221892,12.90103,0.551637
-3.671278,-0.8269672,10.86002,0.5424357
-3.629475,-4.231285,14.21556,0.3316497
5.521472,6.90138,10.10746,0.3008998
-4.160657,3.9251,7.355294,0.3787085
1.957989,-0.972214,5.9539,0.477342
0.2613983,0.7186327,5.239261,0.2345099
-2.461317,-0.1731339,12.23366,0.3913396
-2.335692,2.792778,7.067989,0.3663166
1.038103,-0.559186,10.44814,0.3139022
-0.4647098,3.908168,10.15987,0.3190812
4.313179,6.230074,6.009088,0.2271679
2.489481,2.665302,5.310378,0.4395061
1.399851,-1.033229,12.65423,0.279386
2.916569,2.649089,10.18303,0.4138073
-1.18005,-1.189378,12.49079,0.4051669
0.7055397,-0.4153337,14.11056,0.5011628
-0.5195198,1.573769,7.684325,0.4123919
-4.067345,-0.6312733,8.996121,0.3522137
-0.5300198,-3.977142,12.70755,0.2027378
-0.351594,1.683339,13.58527,0.358783
-2.762372,1.978891,13.78825,0.4740341
2.641305,-2.847289,3.20916,0.3289805
-1.484332,1.293516,12.82273,0.2071609
1.638178,-0.1490407,6.949094,0.3731433
-1.399413,-3.429344,8.024108,0.3916422
