1.047791,-1.755321,6.764434,0.4477128
3.050415,-1.223381,6.032796,0.5954012
-3.879831,-1.17151,12.79497,0.4864291
-2.920764,2.733534,7.808074,0.5571635
-3.443269,-0.5973558,8.655463,0.208005
-1.607156,0.6857398,9,0.3402503
5,0,7.645861,0.4656498
3.940297,0.1605206,6.870497,0.2283328
-2.642799,1.341527,12.36789,0.404661
-4.202034,0.40203,5.512311,0.5431699
-0.7466223,2.485775,13.27815,0.3718739
-1.792856,3.566488,7.966827,0.2346229
2.571205,-2.403271,10.25441,0.5842595
-1.837223,3.309996,5.979331,0.3156562
-2.371512,3.822108,12.36779,0.3953636
0.009472847,1.090727,7.44053,0.5175043
1.78861,0.04605627,6.469758,0.4691927
0.6987269,1.781562,12.09499,0.384838
-1.101071,-3.119246,14.10582,0.2197885
-2.066509,-3.364412,8.342174,0.2154772
-0.6358292,0.1550093,6.515224,0.5689239
-3.617437,-1.070165,10.09526,0.4242278
-2.81352,1.990573,6.546229,0.3129715
4.206052,0.888978,9.323647,0.3026997
6.091942,6.501181,13.67001,0.3722464
0.01174545,2.804326,6.750441,0.4099967
2.915475,2.122289,7.539948,0.281331
-0.64168,1.829707,5.452445,0.2285131
6.456491,-6.612484,12.69139,0.3390377
-4.211229,-1.881925,5.678627,0.3668689
-1.457824,2.489041,11.71206,0.2359423
1.989185,-3.186428,8.490047,0.2094876
0.635638,3.051604,11.66029,0.5942952
-4.160187,-0.3756709,11.53513,0.2277084
1.964756,-1.973322,13.36949,0.4819006
-2.219666,1.346908,8,0.4139607
1.721407,-4.265877,8.899957,0.4035499
3,0.2003675,9.354531,0.2361614
-2.5,-5.933567,6,0.3968631
4.285294,3.982426,9.098457,0.2290332
-2.280577,1.288264,6.084836,0.3737008
-1.909029,-3.585355,7.23972,0.5509989
-2.490781,-2.022329,6.277234,0.345163
-1.420132,0.6450472,7.49125,0.4417741
0.8309777,4.262641,8.981565,0.334106
-6.161309,-6.705541,6.942218,0.2911375
3.737286,2.192468,7.034043,0.3410924
2.233032,3.480266,8.1313,0.2985585
-6.836255,-5.58302,10.19371,0.2482534
0.08063173,-3.830515,8.638188,0.4871157
