-5.26022,-5.027416,5.037246,0.3319697
3.169434,2.966137,5.461719,0.2939334
-2.558767,-2.823848,5.374613,0.552227
-3.245155,-3.007128,7.048732,0.3368961
3.495251,6.382701,6.24471,0.2959057
-0.703414,4.346927,8.231944,0.2379321
-0.1835017,-3.894619,13.84487,0.4238591
0.2960792,-0.1314721,13.86164,0.3979703
-0.2356973,2.1593,13.64186,0.4605518
-1.334675,3.226767,11.67436,0.4070024
0.2542634,-3.81509,7.897991,0.5925774
0.6621809,3.589711,14.39796,0.2350674
3.826895,-2.205921,9.88309,0.5042709
3.934244,3.799363,8.86266,0.39336
6.064226,-6.972145,4.60861,0.3398804
-3.854546,-0.5101821,12.26376,0.5761801
-2.884316,-1.609244,6.18386,0.4465885
2.198093,-3.587604,13.46359,0.3972384
-3.862175,1.962796,6.278913,0.5085089
-1.174018,-2.613992,10.89576,0.5677943
3.580009,2.128957,10.99886,0.2875554
-0.7554541,-2.575114,14.23468,0.497717
-2.704642,-3.932274,11.94516,0.5359973
-2.371052,-4.232902,8.19702,0.4071681
1.029747,-4.192641,9.34087,0.4465077
-3.967141,-2.737932,13.94542,0.5769776
-2.742023,-0.5647221,11.79487,0.4540427
-3.212118,1.717559,5.288154,0.2703854
3.359889,-3.16215,7.069624,0.3750805
-0.5697935,-2.572044,1.68676,0.4750009
0.7815342,3.651416,13.09526,0.5745278
-5.750084,6.861348,5.677637,0.3025926
6.178706,-2.176917,3.64097,0.3242543
-6.000325,-5.243493,4.02143,0.4609752
-1.334217,-4.056367,5.376501,0.3084939
1.183637,2.140135,11.53358,0.4727865
-0.1744108,3.840424,10.75034,0.4301276
0.8643694,0.2920361,6.968004,0.4390924
6.070881,-5.715566,10.96882,0.4109334
-1.888902,-1.598708,5.130464,0.5772143
6.474411,6.905385,14.25326,0.4286453
7.09154,-6.121618,4.96503,0.2838101
-1.123904,-3.457124,10.59442,0.2540214
-3.981017,-4.027832,6.65555,0.3043459
-7.052507,-5.711039,12.33793,0.243439
5.757696,-5.772827,6.305715,0.4352614
-1.555015,-3.388913,7.452491,0.3749027
2.162978,0.5085657,6.875375,0.5441739
5.851421,-6.377202,13.61646,0.3773891
3.800567,1.351832,5.459746,0.4922977
